nu_cm^-1,lambda_nm,k_cm^-1,sigma_cm2_per_molecule
10614.439545,942.1128602791435,3.967235565671421e-23,1.556851121866408e-42
10614.429544999999,942.1137478566212,3.967151997980016e-23,1.556818327631742e-42
10614.419544999999,942.1146354357713,3.967068428894156e-23,1.5567855328498538e-42
10614.409544999999,942.1155230165939,3.9669848584129736e-23,1.5567527375204034e-42
10614.399545,942.1164105990887,3.966901286535631e-23,1.556719941643062e-42
10614.389545,942.117298183256,3.966817713261207e-23,1.5566871452174676e-42
10614.379545,942.1181857690958,3.966734138588874e-23,1.5566543482432954e-42
10614.369545,942.1190733566079,3.9666505625177566e-23,1.5566215507202026e-42
10614.359545,942.1199609457926,3.9665669850469604e-23,1.5565887526478376e-42
10614.349545,942.1208485366496,3.966483406175634e-23,1.5565559540258663e-42
10614.339544999999,942.1217361291791,3.966399825902877e-23,1.556523154853936e-42
10614.329544999999,942.122623723381,3.9663162442278235e-23,1.556490355131706e-42
10614.319545,942.1235113192553,3.9662326611496024e-23,1.5564575548588348e-42
10614.309545,942.1243989168021,3.9661490766672845e-23,1.5564247540349582e-42
10614.299545,942.1252865160213,3.96606549078e-23,1.5563919526597342e-42
10614.289545,942.1261741169131,3.965981903486878e-23,1.5563591507328217e-42
10614.279545,942.1270617194773,3.965898314786983e-23,1.556326348253853e-42
10614.269545,942.127949323714,3.9658147246794613e-23,1.5562935452224932e-42
10614.259544999999,942.1288369296232,3.965731133163365e-23,1.5562607416383705e-42
10614.249544999999,942.1297245372048,3.965647540237831e-23,1.556227937501146e-42
10614.239544999999,942.1306121464589,3.965563945901927e-23,1.5561951328104542e-42
10614.229545,942.1314997573853,3.965480350154788e-23,1.5561623275659552e-42
10614.219545,942.1323873699845,3.965396752995467e-23,1.5561295217672776e-42
10614.209545,942.1332749842561,3.9653131544230223e-23,1.556096715414052e-42
10614.199545,942.1341626002002,3.9652295544365834e-23,1.5560639085059366e-42
10614.189545,942.1350502178168,3.9651459530352295e-23,1.55603110104257e-42
10614.179544999999,942.1359378371059,3.965062350218035e-23,1.555998293023589e-42
10614.169544999999,942.1368254580675,3.964978745984055e-23,1.555965484448623e-42
10614.159544999999,942.1377130807017,3.9648951403323984e-23,1.555932675317322e-42
10614.149545,942.1386007050082,3.964811533262127e-23,1.555899865629318e-42
10614.139545,942.1394883309874,3.9647279247722774e-23,1.555867055384233e-42
10614.129545,942.1403759586392,3.9646443148619337e-23,1.5558342445817072e-42
10614.119545,942.1412635879635,3.96456070353015e-23,1.55580143322137e-42
10614.109545,942.1421512189604,3.964477090776033e-23,1.5557686213028705e-42
10614.099545,942.1430388516297,3.964393476598592e-23,1.55573580882582e-42
10614.089544999999,942.1439264859717,3.964309860996913e-23,1.5557029957898596e-42
10614.079544999999,942.1448141219862,3.9642262439700104e-23,1.5556701821946026e-42
10614.069545,942.1457017596731,3.9641426255170037e-23,1.555637368039704e-42
10614.059545,942.1465893990328,3.9640590056368575e-23,1.5556045533247566e-42
10614.049545,942.147477040065,3.963975384328662e-23,1.5555717380494038e-42
10614.039545,942.1483646827699,3.9638917615914426e-23,1.5555389222132636e-42
10614.029545,942.1492523271472,3.9638081374242473e-23,1.555506105815962e-42
10614.019545,942.1501399731972,3.9637245118261357e-23,1.5554732888571293e-42
10614.009544999999,942.1510276209198,3.963640884796114e-23,1.5554404713363766e-42
10613.999544999999,942.1519152703149,3.9635572563332085e-23,1.5554076532533213e-42
10613.989544999999,942.1528029213827,3.9634736264364716e-23,1.5553748346075915e-42
10613.979545,942.153690574123,3.96338999510494e-23,1.555342015398809e-42
10613.969545,942.1545782285359,3.963306362337599e-23,1.5553091956265762e-42
10613.959545,942.1554658846215,3.9632227281334877e-23,1.5552763752905156e-42
10613.949545,942.1563535423797,3.96313909249162e-23,1.5552435543902405e-42
10613.939545,942.1572412018106,3.963055455411039e-23,1.5552107329253745e-42
10613.929544999999,942.158128862914,3.9629718168907413e-23,1.5551779108955252e-42
10613.919544999999,942.1590165256902,3.962888176929713e-23,1.555145088300294e-42
10613.909544999999,942.159904190139,3.962804535526996e-23,1.5551122651393045e-42
10613.899545,942.1607918562602,3.962720892681625e-23,1.5550794414121785e-42
10613.889545,942.1616795240543,3.9626372483925204e-23,1.555046617118492e-42
10613.879545,942.162567193521,3.962553602658735e-23,1.555013792257874e-42
10613.869545,942.1634548646604,3.962469955479278e-23,1.5549809668299347e-42
10613.859545,942.1643425374724,3.962386306853114e-23,1.5549481408342686e-42
10613.849545,942.1652302119571,3.9623026567792616e-23,1.55491531427049e-42
10613.839544999999,942.1661178881144,3.9622190052566765e-23,1.554882487138189e-42
10613.829544999999,942.1670055659445,3.9621353522843895e-23,1.554849659436986e-42
10613.819545,942.1678932454471,3.9620516978613826e-23,1.5548168311664807e-42
10613.809545,942.1687809266225,3.961968041986597e-23,1.5547840023262584e-42
10613.799545,942.1696686094706,3.96188438465904e-23,1.5547511729159288e-42
10613.789545,942.1705562939915,3.961800725877698e-23,1.5547183429350944e-42
10613.779545,942.171443980185,3.961717065641518e-23,1.5546855123833418e-42
10613.769545,942.1723316680512,3.961633403949501e-23,1.5546526812602797e-42
10613.759544999999,942.1732193575901,3.961549740800621e-23,1.5546198495655047e-42
10613.749544999999,942.1741070488018,3.961466076193808e-23,1.554587017298597e-42
10613.739544999999,942.1749947416862,3.961382410128078e-23,1.554554184459171e-42
10613.729545,942.1758824362431,3.9612987426023575e-23,1.5545213510468045e-42
10613.719545,942.1767701324729,3.961215073615617e-23,1.554488517061094e-42
10613.709545,942.1776578303754,3.961131403166804e-23,1.554455682501627e-42
10613.699545,942.1785455299508,3.961047731254873e-23,1.5544228473679926e-42
10613.689545,942.1794332311988,3.9609640578787784e-23,1.5543900116597803e-42
10613.679544999999,942.1803209341197,3.9608803830375004e-23,1.5543571753765906e-42
10613.669544999999,942.1812086387132,3.9607967067299325e-23,1.5543243385179885e-42
10613.659544999999,942.1820963449795,3.960713028955064e-23,1.5542915010835776e-42
10613.649545,942.1829840529184,3.9606293497118205e-23,1.5542586630729368e-42
10613.639545,942.1838717625302,3.960545668999136e-23,1.5542258244856474e-42
10613.629545,942.1847594738149,3.96046198681594e-23,1.554192985321289e-42
10613.619545,942.1856471867723,3.960378303161186e-23,1.5541601455794516e-42
10613.609545,942.1865349014024,3.9602946180338095e-23,1.5541273052597168e-42
10613.599545,942.1874226177054,3.9602109314326886e-23,1.5540944643616447e-42
10613.589544999999,942.1883103356812,3.960127243356831e-23,1.554061622884846e-42
10613.579544999999,942.1891980553297,3.960043553805075e-23,1.554028780828864e-42
10613.569545,942.1900857766509,3.959959862776432e-23,1.553995938193312e-42
10613.559545,942.1909734996451,3.959876170269742e-23,1.553963094977734e-42
10613.549545,942.191861224312,3.959792476283955e-23,1.553930251181718e-42
10613.539545,942.1927489506518,3.9597087808179895e-23,1.55389740680484e-42
10613.529545,942.1936366786645,3.959625083870738e-23,1.5538645618466648e-42
10613.519545,942.1945244083498,3.959541385441107e-23,1.5538317163067635e-42
10613.509544999999,942.1954121397081,3.9594576855280215e-23,1.5537988701847146e-42
10613.499544999999,942.1962998727392,3.9593739841304095e-23,1.553766023480097e-42
10613.489544999999,942.1971876074432,3.959290281247113e-23,1.5537331761924565e-42
10613.479545,942.1980753438197,3.959206576877054e-23,1.5537003283213698e-42
10613.469545,942.1989630818694,3.959122871019128e-23,1.5536674798664038e-42
10613.459545,942.1998508215919,3.959039163672222e-23,1.5536346308271213e-42
10613.449545,942.2007385629872,3.9589554548352724e-23,1.5536017812031055e-42
10613.439545,942.2016263060555,3.9588717445070913e-23,1.5535689309938895e-42
10613.429544999999,942.2025140507965,3.958788032686618e-23,1.5535360801990576e-42
10613.419544999999,942.2034017972104,3.958704319372705e-23,1.5535032288181597e-42
10613.409544999999,942.2042895452972,3.9586206045642736e-23,1.5534703768507717e-42
10613.399545,942.2051772950567,3.958536888260164e-23,1.5534375242964393e-42
10613.389545,942.2060650464894,3.958453170459271e-23,1.553404671154728e-42
10613.379545,942.2069527995948,3.95836945116046e-23,1.553371817425193e-42
10613.369545,942.2078405543732,3.9582857303625584e-23,1.5533389631073742e-42
10613.359545,942.2087283108244,3.9582020080645023e-23,1.553306108200854e-42
10613.349545,942.2096160689487,3.958118284265127e-23,1.5532732527051756e-42
10613.339544999999,942.2105038287457,3.958034558963303e-23,1.553240396619895e-42
10613.329544999999,942.2113915902157,3.957950832157867e-23,1.5532075399445564e-42
10613.319545,942.2122793533586,3.957867103847728e-23,1.553174682678731e-42
10613.309545,942.2131671181744,3.957783374031689e-23,1.55314182482195e-42
10613.299545,942.2140548846631,3.957699642708614e-23,1.553108966373767e-42
10613.289545,942.2149426528248,3.957615909877359e-23,1.553076107333733e-42
10613.279545,942.2158304226595,3.957532175536762e-23,1.5530432477013922e-42
10613.269545,942.216718194167,3.957448439685683e-23,1.5530103874762974e-42
10613.259544999999,942.2176059673476,3.9573647023229544e-23,1.55297752665799e-42
10613.249544999999,942.2184937422011,3.9572809634474105e-23,1.5529446652460126e-42
10613.239544999999,942.2193815187276,3.9571972230579003e-23,1.5529118032399137e-42
10613.229545,942.2202692969267,3.9571134811532684e-23,1.55287894063924e-42
10613.219545,942.2211570767992,3.957029737732321e-23,1.552846077443523e-42
10613.209545,942.2220448583445,3.9569459927939094e-23,1.5528132136523113e-42
10613.199545,942.2229326415628,3.9568622463368195e-23,1.5527803492651294e-42
10613.189545,942.2238204264542,3.95677849835992e-23,1.5527474842815327e-42
10613.179544999999,942.2247082130184,3.956694748862017e-23,1.552714618701053e-42
10613.169544999999,942.2255960012558,3.9566109978419327e-23,1.5526817525232278e-42
10613.159544999999,942.2264837911661,3.956527245298477e-23,1.55264888574759e-42
10613.149545,942.2273715827491,3.956443491230483e-23,1.5526160183736823e-42
10613.139545,942.2282593760054,3.9563597356367234e-23,1.5525831504010224e-42
10613.129545,942.2291471709347,3.9562759785160453e-23,1.5525502818291586e-42
10613.119545,942.230034967537,3.9561922198672347e-23,1.5525174126576136e-42
10613.109545,942.2309227658124,3.956108459689105e-23,1.5524845428859225e-42
10613.099545,942.2318105657607,3.956024697980424e-23,1.5524516725136013e-42
10613.089544999999,942.232698367382,3.9559409347400677e-23,1.552418801540209e-42
10613.079544999999,942.2335861706765,3.9558571699667587e-23,1.5523859299652444e-42
10613.069545,942.2344739756437,3.95577340365934e-23,1.5523530577882538e-42
10613.059545,942.2353617822843,3.955689635816568e-23,1.552320185008748e-42
10613.049545,942.2362495905978,3.955605866437221e-23,1.5522873116262492e-42
10613.039545,942.2371374005844,3.9555220955201174e-23,1.5522544376402925e-42
10613.029545,942.238025212244,3.955438323064057e-23,1.5522215630504073e-42
10613.019545,942.2389130255767,3.955354549067765e-23,1.5521886878560936e-42
10613.009544999999,942.2398008405825,3.9552707735300753e-23,1.5521558120568934e-42
10612.999544999999,942.2406886572613,3.9551869964497354e-23,1.552122935652315e-42
10612.989544999999,942.2415764756132,3.9551032178254965e-23,1.5520900586418688e-42
10612.979545,942.2424642956381,3.955019437656195e-23,1.5520571810250983e-42
10612.969545,942.2433521173361,3.954935655940538e-23,1.5520243028014957e-42
10612.959545,942.2442399407073,3.9548518726773135e-23,1.5519914239705855e-42
10612.949545,942.2451277657516,3.9547680878652864e-23,1.551958544531883e-42
10612.939545,942.246015592469,3.9546843015032114e-23,1.5519256644848994e-42
10612.929544999999,942.2469034208594,3.9546005135898605e-23,1.551892783829153e-42
10612.919544999999,942.247791250923,3.954516724123964e-23,1.551859902564146e-42
10612.909544999999,942.2486790826597,3.954432933104323e-23,1.551827020689407e-42
10612.899545,942.2495669160694,3.9543491405296394e-23,1.5517941382044268e-42
10612.889545,942.2504547511523,3.9542653463986945e-23,1.5517612551087276e-42
10612.879545,942.2513425879084,3.954181550710202e-23,1.5517283714018044e-42
10612.869545,942.2522304263375,3.954097753462917e-23,1.5516954870831685e-42
10612.859545,942.2531182664399,3.954013954655597e-23,1.5516626021523326e-42
10612.849545,942.2540061082154,3.953930154286968e-23,1.5516297166087965e-42
10612.839544999999,942.254893951664,3.953846352355751e-23,1.5515968304520582e-42
10612.829544999999,942.2557817967858,3.953762548860704e-23,1.551563943681631e-42
10612.819545,942.2566696435805,3.953678743800586e-23,1.5515310562970267e-42
10612.809545,942.2575574920486,3.953594937174049e-23,1.5514981682977173e-42
10612.799545,942.2584453421899,3.953511128979887e-23,1.5514652796832295e-42
10612.789545,942.2593331940043,3.953427319216763e-23,1.5514323904530378e-42
10612.779545,942.2602210474919,3.953343507883428e-23,1.551399500606653e-42
10612.769545,942.2611089026527,3.953259694978598e-23,1.5513666101435707e-42
10612.759544999999,942.2619967594867,3.953175880501016e-23,1.5513337190632978e-42
10612.749544999999,942.2628846179938,3.9530920644493505e-23,1.5513008273653117e-42
10612.739544999999,942.2637724781741,3.95300824682235e-23,1.5512679350491213e-42
10612.729545,942.2646603400275,3.952924427618714e-23,1.551235042114216e-42
10612.719545,942.2655482035543,3.952840606837128e-23,1.5512021485600806e-42
10612.709545,942.2664360687543,3.952756784476302e-23,1.5511692543862083e-42
10612.699545,942.2673239356274,3.9526729605349436e-23,1.551136359592092e-42
10612.689545,942.2682118041738,3.9525891350117427e-23,1.551103464177218e-42
10612.679544999999,942.2690996743934,3.9525053079054195e-23,1.5510705681410835e-42
10612.669544999999,942.2699875462862,3.9524214792146227e-23,1.5510376714831587e-42
10612.659544999999,942.2708754198522,3.952337648938091e-23,1.5510047742029483e-42
10612.649545,942.2717632950914,3.952253817074487e-23,1.5509718762999276e-42
10612.639545,942.272651172004,3.9521699836224926e-23,1.550938977773579e-42
10612.629545,942.2735390505898,3.952086148580795e-23,1.550906078623388e-42
10612.619545,942.2744269308488,3.9520023119480786e-23,1.5508731788488378e-42
10612.609545,942.2753148127811,3.951918473723032e-23,1.5508402784494137e-42
10612.599545,942.2762026963867,3.951834633904301e-23,1.550807377424585e-42
10612.589544999999,942.2770905816654,3.951750792490585e-23,1.5507744757738404e-42
10612.579544999999,942.2779784686176,3.9516669494805555e-23,1.5507415734966593e-42
10612.569545,942.2788663572428,3.9515831048728823e-23,1.5507086705925194e-42
10612.559545,942.2797542475414,3.951499258666204e-23,1.550675767060886e-42
10612.549545,942.2806421395134,3.9514154108592044e-23,1.550642862901243e-42
10612.539545,942.2815300331586,3.951331561450551e-23,1.550609958113068e-42
10612.529545,942.2824179284771,3.9512477104388707e-23,1.5505770526958212e-42
10612.519545,942.2833058254689,3.951163857822841e-23,1.5505441466489844e-42
10612.509544999999,942.284193724134,3.951080003601145e-23,1.5505112399720402e-42
10612.499544999999,942.2850816244724,3.9509961477723664e-23,1.5504783326644334e-42
10612.489544999999,942.2859695264841,3.9509122903352015e-23,1.5504454247256518e-42
10612.479545,942.286857430169,3.9508284312883035e-23,1.550412516155167e-42
10612.469545,942.2877453355273,3.9507445706302835e-23,1.5503796069524344e-42
10612.459545,942.2886332425591,3.9506607083597796e-23,1.5503466971169195e-42
10612.449545,942.2895211512641,3.9505768444754567e-23,1.5503137866480976e-42
10612.439545,942.2904090616424,3.950492978975967e-23,1.5502808755454406e-42
10612.429544999999,942.2912969736941,3.9504091118598855e-23,1.550247963808389e-42
10612.419544999999,942.2921848874192,3.950325243125874e-23,1.5502150514364177e-42
10612.409544999999,942.2930728028176,3.950241372772561e-23,1.5501821384289883e-42
10612.399545,942.2939607198891,3.9501575007986033e-23,1.550149224785574e-42
10612.389545,942.2948486386343,3.9500736272025535e-23,1.5501163105056066e-42
10612.379545,942.2957365590528,3.9499897519830937e-23,1.550083395588569e-42
10612.369545,942.2966244811446,3.9499058751388156e-23,1.5500504800339084e-42
10612.359545,942.2975124049099,3.949821996668328e-23,1.5500175638410793e-42
10612.349545,942.2984003303484,3.9497381165702734e-23,1.5499846470095484e-42
10612.339544999999,942.2992882574604,3.949654234843245e-23,1.549951729538764e-42
10612.329544999999,942.3001761862457,3.94957035148585e-23,1.5499188114281793e-42
10612.319545,942.3010641167043,3.949486466496696e-23,1.5498858926772476e-42
10612.309545,942.3019520488365,3.9494025798743884e-23,1.5498529732854224e-42
10612.299545,942.302839982642,3.949318691617538e-23,1.5498200532521582e-42
10612.289545,942.303727918121,3.949234801724723e-23,1.549787132576897e-42
10612.279545,942.3046158552734,3.949150910194534e-23,1.5497542112590858e-42
10612.269545,942.3055037940992,3.9490670170255954e-23,1.5497212892981845e-42
10612.259544999999,942.3063917345984,3.9489831222164793e-23,1.5496883666936332e-42
10612.249544999999,942.307279676771,3.9488992257657725e-23,1.5496554434448767e-42
10612.239544999999,942.3081676206172,3.948815327672092e-23,1.549622519551373e-42
10612.229545,942.3090555661364,3.9487314279339957e-23,1.5495895950125555e-42
10612.219545,942.3099435133294,3.948647526550038e-23,1.5495566698278575e-42
10612.209545,942.3108314621958,3.9485636235188334e-23,1.549523743996735e-42
10612.199545,942.3117194127356,3.948479718838959e-23,1.5494908175186295e-42
10612.189545,942.3126073649489,3.948395812508969e-23,1.5494578903929736e-42
10612.179544999999,942.3134953188356,3.9483119045274415e-23,1.5494249626192097e-42
10612.169544999999,942.3143832743958,3.9482279948929666e-23,1.5493920341967843e-42
10612.159544999999,942.3152712316295,3.948144083604094e-23,1.549359105125128e-42
10612.149545,942.3161591905365,3.9480601706593986e-23,1.549326175403682e-42
10612.139545,942.3170471511172,3.947976256057417e-23,1.549293245031872e-42
10612.129545,942.3179351133713,3.947892339796723e-23,1.549260314009138e-42
10612.119545,942.3188230772988,3.9478084218758405e-23,1.549227382334901e-42
10612.109545,942.3197110428999,3.9477245022933944e-23,1.549194450008621e-42
10612.099545,942.3205990101745,3.947640581047884e-23,1.5491615170297097e-42
10612.089544999999,942.3214869791226,3.9475566581379014e-23,1.5491285833976138e-42
10612.079544999999,942.3223749497442,3.947472733561929e-23,1.5490956491117384e-42
10612.069545,942.3232629220391,3.947388807318577e-23,1.5490627141715378e-42
10612.059545,942.3241508960078,3.947304879406333e-23,1.549029778576419e-42
10612.049545,942.3250388716499,3.947220949823765e-23,1.548996842325819e-42
10612.039545,942.3259268489657,3.9471370185694116e-23,1.5489639054191655e-42
10612.029545,942.3268148279548,3.9470530856418014e-23,1.5489309678558804e-42
10612.019545,942.3277028086176,3.946969151039448e-23,1.5488980296353806e-42
10612.009544999999,942.3285907909539,3.9468852147609095e-23,1.5488650907570998e-42
10611.999544999999,942.3294787749636,3.946801276804705e-23,1.5488321512204575e-42
10611.989544999999,942.3303667606469,3.946717337169371e-23,1.5487992110248793e-42
10611.979545,942.3312547480037,3.946633395853424e-23,1.5487662701697827e-42
10611.969545,942.3321427370342,3.94654945285534e-23,1.5487333286545697e-42
10611.959545,942.3330307277382,3.946465508173685e-23,1.5487003864786775e-42
10611.949545,942.3339187201159,3.946381561806973e-23,1.5486674436415235e-42
10611.939545,942.334806714167,3.9462976137536964e-23,1.5486345001425153e-42
10611.929544999999,942.3356947098918,3.9462136640123904e-23,1.5486015559810788e-42
10611.919544999999,942.3365827072902,3.946129712581502e-23,1.548568611156604e-42
10611.909544999999,942.3374707063621,3.9460457594596144e-23,1.5485356656685353e-42
10611.899545,942.3383587071074,3.945961804645201e-23,1.5485027195162733e-42
10611.889545,942.3392467095265,3.945877848136753e-23,1.5484697726992262e-42
10611.879545,942.3401347136192,3.9457938899327597e-23,1.548436825216801e-42
10611.869545,942.3410227193855,3.9457099300317165e-23,1.5484038770684073e-42
10611.859545,942.3419107268254,3.945625968432146e-23,1.548370928253465e-42
10611.849545,942.342798735939,3.945542005132523e-23,1.548337978771376e-42
10611.839544999999,942.3436867467261,3.9454580401313336e-23,1.5483050286215462e-42
10611.829544999999,942.3445747591869,3.945374073427073e-23,1.548272077803385e-42
10611.819545,942.3454627733212,3.945290105018194e-23,1.548239126316285e-42
10611.809545,942.3463507891292,3.9452061349032154e-23,1.5482061741596652e-42
10611.799545,942.3472388066109,3.9451221630805754e-23,1.5481732213329127e-42
10611.789545,942.3481268257663,3.9450381895487925e-23,1.548140267835446e-42
10611.779545,942.3490148465952,3.944954214306314e-23,1.5481073136666555e-42
10611.769545,942.3499028690978,3.9448702373516354e-23,1.5480743588259516e-42
10611.759544999999,942.3507908932742,3.944786258683183e-23,1.548041403312716e-42
10611.749544999999,942.3516789191241,3.944702278299467e-23,1.5480084471263646e-42
10611.739544999999,942.3525669466477,3.9446182961989076e-23,1.5479754902662768e-42
10611.729545,942.3534549758448,3.944534312380029e-23,1.547942532731874e-42
10611.719545,942.3543430067158,3.944450326841211e-23,1.5479095745225202e-42
10611.709545,942.3552310392604,3.9443663395809735e-23,1.5478766156376345e-42
10611.699545,942.3561190734788,3.9442823505977165e-23,1.547843656076589e-42
10611.689545,942.3570071093708,3.944198359889953e-23,1.5478106958388004e-42
10611.679544999999,942.3578951469365,3.944114367456079e-23,1.5477777349236393e-42
10611.669544999999,942.358783186176,3.944030373294579e-23,1.5477447733305104e-42
10611.659544999999,942.359671227089,3.9439463774038725e-23,1.547711811058794e-42
10611.649545,942.3605592696757,3.9438623797824206e-23,1.547678848107886e-42
10611.639545,942.3614473139363,3.943778380428628e-23,1.5476458844771604e-42
10611.629545,942.3623353598705,3.9436943793409746e-23,1.5476129201660208e-42
10611.619545,942.3632234074785,3.9436103765178643e-23,1.547579955173841e-42
10611.609545,942.3641114567603,3.943526371957758e-23,1.547546989500016e-42
10611.599545,942.3649995077157,3.943442365659044e-23,1.5475140231439145e-42
10611.589544999999,942.3658875603448,3.943358357620195e-23,1.5474810561049364e-42
10611.579544999999,942.3667756146477,3.9432743478396015e-23,1.547448088382451e-42
10611.569545,942.3676636706243,3.943190336315708e-23,1.5474151199758467e-42
10611.559545,942.3685517282747,3.943106323046952e-23,1.5473821508845112e-42
10611.549545,942.3694397875989,3.943022308031691e-23,1.5473491811077996e-42
10611.539545,942.3703278485968,3.9429382912683805e-23,1.5473162106451057e-42
10611.529545,942.3712159112686,3.942854272755404e-23,1.5472832394957953e-42
10611.519545,942.3721039756141,3.942770252491216e-23,1.547250267659262e-42
10611.509544999999,942.3729920416333,3.942686230474198e-23,1.5472172951348705e-42
10611.499544999999,942.3738801093264,3.9426022067027575e-23,1.547184321921996e-42
10611.489544999999,942.3747681786932,3.9425181811753024e-23,1.5471513480200133e-42
10611.479545,942.3756562497337,3.942434153890248e-23,1.547118373428301e-42
10611.469545,942.376544322448,3.9423501248459626e-23,1.5470853981462188e-42
10611.459545,942.3774323968363,3.942266094040866e-23,1.5470524221731462e-42
10611.449545,942.3783204728983,3.942182061473314e-23,1.5470194455084382e-42
10611.439545,942.3792085506341,3.942098027141741e-23,1.5469864681514808e-42
10611.429544999999,942.3800966300437,3.94201399104452e-23,1.5469534901016344e-42
10611.419544999999,942.3809847111272,3.9419299531800237e-23,1.5469205113582617e-42
10611.409544999999,942.3818727938844,3.941845913546664e-23,1.5468875319207386e-42
10611.399545,942.3827608783154,3.9417618721428077e-23,1.5468545517884246e-42
10611.389545,942.3836489644203,3.941677828966831e-23,1.5468215709606822e-42
10611.379545,942.3845370521991,3.9415937840171103e-23,1.5467885894368743e-42
10611.369545,942.3854251416517,3.941509737292005e-23,1.5467556072163577e-42
10611.359545,942.3863132327782,3.9414256887899365e-23,1.546722624298512e-42
10611.349545,942.3872013255785,3.941341638509199e-23,1.546689640682668e-42
10611.339544999999,942.3880894200527,3.941257586448237e-23,1.5466566563682163e-42
10611.329544999999,942.3889775162007,3.941173532605362e-23,1.5466236713544928e-42
10611.319545,942.3898656140225,3.941089476978967e-23,1.5465906856408682e-42
10611.309545,942.3907537135182,3.941005419567391e-23,1.5465576992266894e-42
10611.299545,942.3916418146879,3.940921360369021e-23,1.5465247121113242e-42
10611.289545,942.3925299175314,3.9408372993821477e-23,1.5464917242941017e-42
10611.279545,942.3934180220488,3.940753236605202e-23,1.5464587357744063e-42
10611.269545,942.39430612824,3.940669172036473e-23,1.546425746551566e-42
10611.259544999999,942.3951942361052,3.9405851056743493e-23,1.5463927566249492e-42
10611.249544999999,942.3960823456443,3.940501037517133e-23,1.5463597659938893e-42
10611.239544999999,942.3969704568574,3.940416967563223e-23,1.5463267746577577e-42
10611.229545,942.3978585697441,3.9403328958109404e-23,1.5462937826158957e-42
10611.219545,942.3987466843049,3.9402488222585883e-23,1.5462607898676376e-42
10611.209545,942.3996348005396,3.9401647469045444e-23,1.5462277964123466e-42
10611.199545,942.4005229184482,3.940080669747128e-23,1.5461948022493633e-42
10611.189545,942.4014110380309,3.939996590784658e-23,1.546161807378028e-42
10611.179544999999,942.4022991592874,3.939912510015467e-23,1.546128811797686e-42
10611.169544999999,942.4031872822178,3.9398284274378945e-23,1.546095815507686e-42
10611.159544999999,942.4040754068222,3.939744343050262e-23,1.5460628185073695e-42
10611.149545,942.4049635331004,3.9396602568509e-23,1.5460298207960805e-42
10611.139545,942.4058516610527,3.939576168838096e-23,1.5459968223731478e-42
10611.129545,942.4067397906789,3.939492079010179e-23,1.5459638232379156e-42
10611.119545,942.4076279219792,3.9394079873654853e-23,1.5459308233897306e-42
10611.109545,942.4085160549533,3.9393238939023097e-23,1.545897822827924e-42
10611.099545,942.4094041896014,3.9392397986189374e-23,1.5458648215518227e-42
10611.089544999999,942.4102923259236,3.9391557015137023e-23,1.545831819560773e-42
10611.079544999999,942.4111804639197,3.9390716025849305e-23,1.5457988168541174e-42
10611.069545,942.4120686035895,3.9389875018309074e-23,1.545765813431184e-42
10611.059545,942.4129567449336,3.938903399249918e-23,1.5457328092912993e-42
10611.049545,942.4138448879517,3.9388192948402704e-23,1.5456998044337992e-42
10611.039545,942.4147330326438,3.9387351886002393e-23,1.545666798858007e-42
10611.029545,942.4156211790098,3.9386510805281527e-23,1.5456337925632663e-42
10611.019545,942.4165093270499,3.93856697062228e-23,1.5456007855488982e-42
10611.009544999999,942.4173974767639,3.938482858880903e-23,1.5455677778142283e-42
10610.999544999999,942.418285628152,3.938398745302337e-23,1.5455347693585956e-42
10610.989544999999,942.4191737812141,3.938314629884854e-23,1.5455017601813214e-42
10610.979545,942.4200619359501,3.93823051262671e-23,1.5454687502817223e-42
10610.969545,942.4209500923603,3.938146393526202e-23,1.545435739659129e-42
10610.959545,942.4218382504445,3.938062272581628e-23,1.5454027283128746e-42
10610.949545,942.4227264102028,3.937978149791197e-23,1.545369716242255e-42
10610.939545,942.4236145716351,3.937894025153244e-23,1.545336703446618e-42
10610.929544999999,942.4245027347414,3.9378098986660367e-23,1.545303689925283e-42
10610.919544999999,942.4253908995219,3.937725770327784e-23,1.5452706756775478e-42
10610.909544999999,942.4262790659762,3.937641640136814e-23,1.545237660702756e-42
10610.899545,942.4271672341047,3.9375575080913686e-23,1.5452046450002173e-42
10610.889545,942.4280554039073,3.937473374189713e-23,1.5451716285692515e-42
10610.879545,942.4289435753839,3.937389238430048e-23,1.545138611409152e-42
10610.869545,942.4298317485346,3.9373051008107046e-23,1.5451055935192644e-42
10610.859545,942.4307199233594,3.9372209613299e-23,1.5450725748988888e-42
10610.849545,942.4316080998584,3.9371368199858816e-23,1.545039555547337e-42
10610.839544999999,942.4324962780314,3.937052676776906e-23,1.5450065354639258e-42
10610.829544999999,942.4333844578786,3.936968531701223e-23,1.5449735146479678e-42
10610.819545,942.4342726393995,3.9368843847570883e-23,1.5449404930987784e-42
10610.809545,942.4351608225949,3.9368002359426984e-23,1.54490747081565e-42
10610.799545,942.4360490074644,3.936716085256322e-23,1.544874447797903e-42
10610.789545,942.4369371940079,3.936631932696185e-23,1.544841424044842e-42
10610.779545,942.4378253822256,3.936547778260525e-23,1.544808399555774e-42
10610.769545,942.4387135721173,3.936463621947591e-23,1.544775374330013e-42
10610.759544999999,942.4396017636833,3.936379463755601e-23,1.5447423483668594e-42
10610.749544999999,942.4404899569233,3.936295303682754e-23,1.5447093216656063e-42
10610.739544999999,942.4413781518375,3.9362111417272976e-23,1.544676294225566e-42
