nu_cm^-1,lambda_nm,k_cm^-1,sigma_cm2_per_molecule
10711.579545,933.569130303275,3.914242578564699e-23,1.5360552326225108e-42
10711.569545,933.5700018554097,3.914457895676405e-23,1.5361397289125263e-42
10711.559545,933.5708734091717,3.9146731591417544e-23,1.5362242041502524e-42
10711.549545,933.571744964561,3.914888368948619e-23,1.53630865833093e-42
10711.539545,933.5726165215777,3.9151035250848855e-23,1.5363930914498056e-42
10711.529545,933.5734880802218,3.915318627538456e-23,1.536477503502131e-42
10711.519545,933.5743596404931,3.9155336762972115e-23,1.5365618944831512e-42
10711.509544999999,933.5752312023917,3.915748671349106e-23,1.5366462643881384e-42
10711.499544999999,933.5761027659178,3.9159636126820374e-23,1.5367306132123436e-42
10711.489545,933.5769743310709,3.916178500283915e-23,1.536814940951022e-42
10711.479545,933.5778458978516,3.9163933341427764e-23,1.5368992475994797e-42
10711.469545,933.5787174662597,3.9166081142465377e-23,1.536983533152974e-42
10711.459545,933.579589036295,3.916822840583155e-23,1.537067797606779e-42
10711.449545,933.5804606079579,3.917037513140623e-23,1.5371520409561832e-42
10711.439545,933.581332181248,3.9172521319069206e-23,1.5372362631964697e-42
10711.429544999999,933.5822037561654,3.917466696870054e-23,1.537320464322931e-42
10711.419544999999,933.5830753327103,3.9176812080180596e-23,1.5374046443308727e-42
10711.409545,933.5839469108824,3.917895665338899e-23,1.537488803215571e-42
10711.399545,933.5848184906821,3.9181100688206645e-23,1.537572940972352e-42
10711.389545,933.5856900721092,3.9183244184513955e-23,1.537657057596523e-42
10711.379545,933.5865616551636,3.9185387142191435e-23,1.537741153083395e-42
10711.369545,933.5874332398454,3.918752956111961e-23,1.5378252274282788e-42
10711.359545,933.5883048261546,3.918967144117918e-23,1.537909280626493e-42
10711.349545,933.5891764140912,3.919181278225122e-23,1.537993312673371e-42
10711.339544999999,933.5900480036553,3.9193953584216634e-23,1.538077323564239e-42
10711.329545,933.5909195948466,3.919609384695596e-23,1.5381613132944086e-42
10711.319545,933.5917911876654,3.919823357035141e-23,1.538245281859258e-42
10711.309545,933.5926627821118,3.9200372754283697e-23,1.538329229254106e-42
10711.299545,933.5935343781855,3.92025113986343e-23,1.5384131554743013e-42
10711.289545,933.5944059758866,3.9204649503284776e-23,1.538497060515196e-42
10711.279545,933.5952775752153,3.920678706811673e-23,1.5385809443721435e-42
10711.269545,933.5961491761714,3.920892409301166e-23,1.5386648070404944e-42
10711.259544999999,933.5970207787549,3.9211060577851766e-23,1.538748648515625e-42
10711.249544999999,933.5978923829658,3.9213196522518646e-23,1.5388324687928893e-42
10711.239545,933.5987639888041,3.921533192689412e-23,1.5389162678676497e-42
10711.229545,933.5996355962699,3.921746679086111e-23,1.5390000457353117e-42
10711.219545,933.6005072053632,3.92196011143014e-23,1.5390838023912356e-42
10711.209545,933.6013788160841,3.9221734897097294e-23,1.5391675378308036e-42
10711.199545,933.6022504284323,3.92238681391316e-23,1.539251252049416e-42
10711.189545,933.6031220424081,3.9226000840286614e-23,1.5393349450424545e-42
10711.179544999999,933.6039936580114,3.9228133000445046e-23,1.5394186168053156e-42
10711.169544999999,933.6048652752421,3.9230264619489646e-23,1.5395022673333986e-42
10711.159545,933.6057368941001,3.923239569730306e-23,1.539585896622098e-42
10711.149545,933.6066085145859,3.923452623376889e-23,1.539669504666846e-42
10711.139545,933.6074801366991,3.9236656228769974e-23,1.5397530914630446e-42
10711.129545,933.6083517604399,3.923878568218965e-23,1.5398366570061163e-42
10711.119545,933.6092233858081,3.924091459391105e-23,1.5399202012914746e-42
10711.109545,933.6100950128039,3.9243042963817656e-23,1.540003724314547e-42
10711.099545,933.6109666414271,3.924517079179299e-23,1.5400872260707624e-42
10711.089544999999,933.611838271678,3.9247298077720747e-23,1.5401707065555565e-42
10711.079545,933.6127099035562,3.924942482148418e-23,1.5402541657643488e-42
10711.069545,933.613581537062,3.925155102296815e-23,1.54033760369262e-42
10711.059545,933.6144531721955,3.9253676682055823e-23,1.540421020335785e-42
10711.049545,933.6153248089564,3.9255801798631846e-23,1.5405044156893182e-42
10711.039545,933.6161964473449,3.925792637258008e-23,1.5405877897486612e-42
10711.029545,933.6170680873611,3.9260050403784813e-23,1.540671142509273e-42
10711.019545,933.6179397290047,3.926217389213033e-23,1.5407544739666132e-42
10711.009544999999,933.6188113722758,3.926429683750157e-23,1.540837784116166e-42
10710.999544999999,933.6196830171746,3.92664192397826e-23,1.5409210729533823e-42
10710.989545,933.6205546637008,3.9268541098858164e-23,1.5410043404737386e-42
10710.979545,933.6214263118546,3.927066241461368e-23,1.541087586672739e-42
10710.969545,933.6222979616361,3.927278318693374e-23,1.541170811545854e-42
10710.959545,933.6231696130452,3.927490341570345e-23,1.5412540150885754e-42
10710.949545,933.6240412660818,3.927702310080794e-23,1.541337197296395e-42
10710.939545,933.624912920746,3.927914224213215e-23,1.5414203581647976e-42
10710.929544999999,933.625784577038,3.928126083956189e-23,1.541503497689302e-42
10710.919544999999,933.6266562349574,3.9283378892982663e-23,1.5415866158654155e-42
10710.909545,933.6275278945043,3.9285496402279245e-23,1.5416697126886158e-42
10710.899545,933.6283995556789,3.9287613367338435e-23,1.541752788154461e-42
10710.889545,933.6292712184812,3.9289729788045475e-23,1.541835842258447e-42
10710.879545,933.6301428829112,3.9291845664286436e-23,1.541918874996104e-42
10710.869545,933.6310145489687,3.9293960995947054e-23,1.542001886362947e-42
10710.859545,933.6318862166538,3.9296075782913865e-23,1.542084876354524e-42
10710.849545,933.6327578859666,3.929819002507293e-23,1.5421678449663635e-42
10710.839544999999,933.6336295569071,3.930030372231045e-23,1.5422507921939996e-42
10710.829545,933.634501229475,3.9302416874512565e-23,1.5423337180329643e-42
10710.819545,933.6353729036707,3.930452948156673e-23,1.542416622478841e-42
10710.809545,933.6362445794941,3.9306641543358994e-23,1.5424995055271576e-42
10710.799545,933.6371162569451,3.9308753059776413e-23,1.5425823671734823e-42
10710.789545,933.6379879360238,3.931086403070559e-23,1.542665207413365e-42
10710.779545,933.6388596167302,3.9312974456033674e-23,1.5427480262423774e-42
10710.769545,933.6397312990642,3.931508433564797e-23,1.5428308236560963e-42
10710.759544999999,933.6406029830259,3.9317193669435095e-23,1.542913599650073e-42
10710.749544999999,933.6414746686154,3.9319302457283014e-23,1.5429963542199105e-42
10710.739545,933.6423463558323,3.932141069907837e-23,1.5430790873611605e-42
10710.729545,933.643218044677,3.932351839470956e-23,1.5431617990694435e-42
10710.719545,933.6440897351496,3.932562554406392e-23,1.5432444893403377e-42
10710.709545,933.6449614272497,3.9327732147029067e-23,1.5433271581694336e-42
10710.699545,933.6458331209776,3.9329838203493176e-23,1.5434098055523427e-42
10710.689545,933.6467048163331,3.933194371334385e-23,1.5434924314846538e-42
10710.679544999999,933.6475765133165,3.9334048676469305e-23,1.5435750359619808e-42
10710.669544999999,933.6484482119274,3.933615309275768e-23,1.5436576189799338e-42
10710.659545,933.649319912166,3.933825696209694e-23,1.5437401805341158e-42
10710.649545,933.6501916140325,3.9340360284376273e-23,1.543822720620179e-42
10710.639545,933.6510633175267,3.934246305948385e-23,1.5439052392337343e-42
10710.629545,933.6519350226486,3.934456528730827e-23,1.54398773637041e-42
10710.619545,933.6528067293982,3.934666696773816e-23,1.544070212025836e-42
10710.609545,933.6536784377756,3.934876810066233e-23,1.5441526661956486e-42
10710.599545,933.6545501477808,3.9350868685970144e-23,1.544235098875506e-42
10710.589544999999,933.6554218594138,3.935296872355011e-23,1.5443175100610336e-42
10710.579545,933.6562935726743,3.935506821329129e-23,1.544399899747877e-42
10710.569545,933.6571652875626,3.935716715508386e-23,1.5444822679317273e-42
10710.559545,933.6580370040789,3.935926554881652e-23,1.544564614608216e-42
10710.549545,933.6589087222228,3.936136339437904e-23,1.5446469397730175e-42
10710.539545,933.6597804419946,3.9363460691660834e-23,1.5447292434217928e-42
10710.529545,933.660652163394,3.9365557440551715e-23,1.544811525550217e-42
10710.519545,933.6615238864214,3.9367653640941434e-23,1.544893786153964e-42
10710.509544999999,933.6623956110765,3.936974929272003e-23,1.5449760252287186e-42
10710.499544999999,933.6632673373593,3.937184439577738e-23,1.5450582427701595e-42
10710.489545,933.66413906527,3.937393895000335e-23,1.5451404387739645e-42
10710.479545,933.6650107948084,3.9376032955289087e-23,1.545222613235862e-42
10710.469545,933.6658825259748,3.9378126411524636e-23,1.545304766151537e-42
10710.459545,933.6667542587688,3.938021931860003e-23,1.545386897516674e-42
10710.449545,933.6676259931908,3.938231167640632e-23,1.5454690073269977e-42
10710.439545,933.6684977292406,3.938440348483391e-23,1.5455510955782072e-42
10710.429544999999,933.6693694669182,3.938649474377392e-23,1.54563316226603e-42
10710.419544999999,933.6702412062235,3.9388585453116994e-23,1.5457152073861743e-42
10710.409545,933.6711129471566,3.939067561275391e-23,1.5457972309343538e-42
10710.399545,933.6719846897178,3.939276522257647e-23,1.5458792329063232e-42
10710.389545,933.6728564339066,3.939485428247572e-23,1.5459612132978062e-42
10710.379545,933.6737281797234,3.9396942792342786e-23,1.5460431721045306e-42
10710.369545,933.6745999271681,3.9399030752069366e-23,1.5461251093222463e-42
10710.359545,933.6754716762406,3.9401118161546816e-23,1.54620702494669e-42
10710.349545,933.676343426941,3.9403205020667227e-23,1.5462889189736263e-42
10710.339544999999,933.6772151792692,3.940529132932192e-23,1.5463707913987913e-42
10710.329545,933.6780869332251,3.940737708740282e-23,1.5464526422179434e-42
10710.319545,933.6789586888091,3.940946229480224e-23,1.5465344714268565e-42
10710.309545,933.679830446021,3.941154695141225e-23,1.5466162790212954e-42
10710.299545,933.6807022048607,3.941363105712511e-23,1.546698064997032e-42
10710.289545,933.6815739653283,3.941571461183331e-23,1.5467798293498472e-42
10710.279545,933.6824457274239,3.9417797615428847e-23,1.546861572075503e-42
10710.269545,933.6833174911472,3.941988006780465e-23,1.5469432931697974e-42
10710.259544999999,933.6841892564986,3.9421961968853334e-23,1.5470249926285162e-42
10710.249544999999,933.6850610234778,3.942404331846757e-23,1.547106670447448e-42
10710.239545,933.6859327920848,3.942612411654009e-23,1.547188326622383e-42
10710.229545,933.6868045623199,3.9428204362964474e-23,1.5472699611491446e-42
10710.219545,933.6876763341829,3.943028405763359e-23,1.5473515740235293e-42
10710.209545,933.6885481076739,3.9432363200440366e-23,1.5474331652413346e-42
10710.199545,933.6894198827927,3.9434441791278816e-23,1.5475147347984023e-42
10710.189545,933.6902916595395,3.943651983004153e-23,1.5475962826905166e-42
10710.179544999999,933.6911634379143,3.943859731662284e-23,1.5476778089135308e-42
10710.169544999999,933.6920352179169,3.944067425091612e-23,1.547759313463261e-42
10710.159545,933.6929069995474,3.944275063281452e-23,1.547840796335514e-42
10710.149545,933.6937787828059,3.9444826462213097e-23,1.5479222575261712e-42
10710.139545,933.6946505676925,3.944690173900523e-23,1.548003697031049e-42
10710.129545,933.695522354207,3.944897646308522e-23,1.548085114845999e-42
10710.119545,933.6963941423495,3.9451050634347053e-23,1.5481665109668617e-42
10710.109545,933.6972659321199,3.9453124252685396e-23,1.5482478853895027e-42
10710.099545,933.6981377235184,3.9455197317994337e-23,1.5483292381097658e-42
10710.089544999999,933.6990095165447,3.94572698301686e-23,1.54841056912352e-42
10710.079545,933.699881311199,3.945934178910249e-23,1.548491878426618e-42
10710.069545,933.7007531074813,3.9461413194691584e-23,1.5485731660149607e-42
10710.059545,933.7016249053917,3.9463484046830325e-23,1.5486544318844068e-42
10710.049545,933.70249670493,3.946555434541385e-23,1.548735676030841e-42
10710.039545,933.7033685060965,3.946762409033704e-23,1.5488168984501377e-42
10710.029545,933.7042403088908,3.9469693281495214e-23,1.5488980991381898e-42
10710.019545,933.7051121133132,3.9471761918783826e-23,1.5489792780908936e-42
10710.009544999999,933.7059839193636,3.947383000209815e-23,1.54906043530414e-42
10709.999544999999,933.706855727042,3.947589753133395e-23,1.5491415707738385e-42
10709.989545,933.7077275363483,3.947796450638631e-23,1.5492226844958713e-42
10709.979545,933.7085993472829,3.948003092715172e-23,1.5493037764661774e-42
10709.969545,933.7094711598454,3.948209679352607e-23,1.5493848466806703e-42
10709.959545,933.7103429740359,3.948416210540502e-23,1.549465895135256e-42
10709.949545,933.7112147898546,3.948622686268466e-23,1.5495469218258563e-42
10709.939545,933.7120866073012,3.9488291065261336e-23,1.5496279267484042e-42
10709.929544999999,933.712958426376,3.949035471303157e-23,1.549708909898838e-42
10709.919544999999,933.7138302470788,3.949241780589169e-23,1.5497898712730907e-42
10709.909545,933.7147020694094,3.949448034373749e-23,1.5498708108670714e-42
10709.899545,933.7155738933684,3.949654232646689e-23,1.5499517286767753e-42
10709.889545,933.7164457189554,3.949860375397606e-23,1.550032624698128e-42
10709.879545,933.7173175461704,3.950066462616192e-23,1.5501134989270833e-42
10709.869545,933.7181893750136,3.950272494292158e-23,1.550194351359604e-42
10709.859545,933.7190612054848,3.9504784704152076e-23,1.5502751819916496e-42
10709.849545,933.7199330375842,3.9506843909750686e-23,1.550355990819189e-42
10709.839544999999,933.7208048713115,3.950890255961437e-23,1.5504367778381788e-42
10709.829545,933.7216767066669,3.951096065364094e-23,1.5505175430446084e-42
10709.819545,933.7225485436505,3.9513018191728007e-23,1.5505982864344606e-42
10709.809545,933.7234203822622,3.951507517377318e-23,1.5506790080037166e-42
10709.799545,933.7242922225021,3.951713159967428e-23,1.5507597077483666e-42
10709.789545,933.7251640643701,3.951918746932917e-23,1.5508403856644025e-42
10709.779545,933.7260359078662,3.95212427826359e-23,1.550921041747824e-42
10709.769545,933.7269077529904,3.9523297539492385e-23,1.5510016759946245e-42
10709.759544999999,933.7277795997427,3.952535173979695e-23,1.551082288400814e-42
10709.749544999999,933.7286514481232,3.9527405383448045e-23,1.5511628789624078e-42
10709.739545,933.7295232981317,3.952945847034366e-23,1.5512434476754024e-42
10709.729545,933.7303951497685,3.9531511000383097e-23,1.5513239945358462e-42
10709.719545,933.7312670030334,3.953356297346471e-23,1.5514045195397506e-42
10709.709545,933.7321388579264,3.9535614389487206e-23,1.5514850226831403e-42
10709.699545,933.7330107144477,3.953766524834967e-23,1.551565503962055e-42
10709.689545,933.733882572597,3.9539715549950793e-23,1.5516459633725195e-42
10709.679544999999,933.7347544323746,3.954176529419008e-23,1.55172640091059e-42
10709.669544999999,933.7356262937803,3.95438144809665e-23,1.551806816572301e-42
10709.659545,933.7364981568142,3.9545863110179296e-23,1.5518872103536995e-42
10709.649545,933.7373700214763,3.9547911181728216e-23,1.551967582250851e-42
10709.639545,933.7382418877665,3.9549958695512825e-23,1.5520479322598143e-42
10709.629545,933.739113755685,3.955200565143278e-23,1.5521282603766513e-42
10709.619545,933.7399856252317,3.9554052049387796e-23,1.5522085665974268e-42
10709.609545,933.7408574964065,3.9556097889277654e-23,1.552288850918208e-42
10709.599545,933.7417293692097,3.95581431710027e-23,1.5523691133350836e-42
10709.589544999999,933.7426012436409,3.9560187894462716e-23,1.5524493538441218e-42
10709.579545,933.7434731197003,3.956223205955799e-23,1.552529572441409e-42
10709.569545,933.744344997388,3.956427566618916e-23,1.5526097691230457e-42
10709.559545,933.7452168767039,3.95663187142567e-23,1.5526899438851272e-42
10709.549545,933.7460887576482,3.956836120366094e-23,1.5527700967237412e-42
10709.539545,933.7469606402205,3.9570403134302533e-23,1.5528502276349894e-42
10709.529545,933.7478325244211,3.957244450608259e-23,1.5529303366149913e-42
10709.519545,933.7487044102501,3.957448531890179e-23,1.553010423659849e-42
10709.509544999999,933.7495762977072,3.957652557266134e-23,1.5530904887656857e-42
10709.499544999999,933.7504481867926,3.957856526726212e-23,1.5531705319286116e-42
10709.489545,933.7513200775061,3.958060440260524e-23,1.5532505531447462e-42
10709.479545,933.7521919698479,3.958264297859271e-23,1.553330552410244e-42
10709.469545,933.753063863818,3.9584680995125656e-23,1.553410529721225e-42
10709.459545,933.7539357594165,3.958671845210576e-23,1.5534904850738305e-42
10709.449545,933.7548076566433,3.9588755349434406e-23,1.553570418464191e-42
10709.439545,933.7556795554982,3.959079168701393e-23,1.5536503298884738e-42
10709.429544999999,933.7565514559815,3.9592827464745747e-23,1.5537302193428102e-42
10709.419544999999,933.7574233580931,3.959486268253228e-23,1.5538100868233708e-42
10709.409545,933.7582952618327,3.9596897340275177e-23,1.553889932326296e-42
10709.399545,933.7591671672009,3.959893143787741e-23,1.5539697558477783e-42
10709.389545,933.7600390741973,3.9600964975240933e-23,1.5540495573839704e-42
10709.379545,933.760910982822,3.9602997952268193e-23,1.5541293369310437e-42
10709.369545,933.7617828930751,3.960503036886225e-23,1.5542090944851935e-42
10709.359545,933.7626548049565,3.960706222492528e-23,1.554288830042582e-42
10709.349545,933.7635267184661,3.9609093520360307e-23,1.5543685435994033e-42
10709.339544999999,933.7643986336042,3.961112425507032e-23,1.55444823515185e-42
10709.329545,933.7652705503704,3.961315442895801e-23,1.5545279046961032e-42
10709.319545,933.766142468765,3.961518404192727e-23,1.5546075522283924e-42
10709.309545,933.767014388788,3.9617213093880976e-23,1.5546871777449053e-42
10709.299545,933.7678863104394,3.961924158472243e-23,1.5547667812418477e-42
10709.289545,933.768758233719,3.9621269514355254e-23,1.554846362715437e-42
10709.279545,933.7696301586271,3.962329688268315e-23,1.5549259221618947e-42
10709.269545,933.7705020851636,3.962532368960967e-23,1.5550054595774356e-42
10709.259544999999,933.7713740133283,3.962734993503886e-23,1.5550849749582946e-42
10709.249544999999,933.7722459431214,3.962937561887448e-23,1.5551644683006945e-42
10709.239545,933.7731178745428,3.963140074102037e-23,1.5552439396008622e-42
10709.229545,933.7739898075927,3.9633425301381307e-23,1.5553233888550603e-42
10709.219545,933.7748617422709,3.96354492998612e-23,1.5554028160595182e-42
10709.209545,933.7757336785775,3.9637472736364766e-23,1.555482221210497e-42
10709.199545,933.7766056165125,3.963949561079619e-23,1.555561604304236e-42
10709.189545,933.777477556076,3.964151792306028e-23,1.5556409653370006e-42
10709.179544999999,933.7783494972678,3.964353967306187e-23,1.5557203043050553e-42
10709.169544999999,933.779221440088,3.964556086070568e-23,1.555799621204662e-42
10709.159545,933.7800933845364,3.964758148589623e-23,1.5558789160320728e-42
10709.149545,933.7809653306134,3.9649601548539476e-23,1.5559581887835974e-42
10709.139545,933.7818372783189,3.965162104854032e-23,1.5560374394555044e-42
10709.129545,933.7827092276527,3.9653639985803824e-23,1.5561166680440676e-42
10709.119545,933.783581178615,3.965565836023568e-23,1.5561958745455864e-42
10709.109545,933.7844531312057,3.965767617174131e-23,1.5562750589563494e-42
10709.099545,933.7853250854249,3.965969342022617e-23,1.5563542212726463e-42
10709.089544999999,933.7861970412724,3.966171010559644e-23,1.5564333614907953e-42
10709.079545,933.7870689987484,3.966372622775734e-23,1.556512479607077e-42
10709.069545,933.7879409578528,3.9665741786615727e-23,1.5565915756178363e-42
10709.059545,933.7888129185858,3.9667756782077385e-23,1.5566706495193756e-42
10709.049545,933.7896848809471,3.966977121404837e-23,1.5567497013080086e-42
10709.039545,933.790556844937,3.9671785082435007e-23,1.5568287309800593e-42
10709.029545,933.7914288105553,3.9673798387143814e-23,1.5569077385318592e-42
10709.019545,933.792300777802,3.967581112808144e-23,1.5569867239597446e-42
10709.009544999999,933.7931727466773,3.967782330515447e-23,1.55706568726005e-42
10708.999544999999,933.794044717181,3.967983491826969e-23,1.557144628429117e-42
10708.989545,933.794916689313,3.9681845967333763e-23,1.5572235474632835e-42
10708.979545,933.7957886630737,3.968385645225402e-23,1.5573024443589123e-42
10708.969545,933.796660638463,3.9685866372937654e-23,1.5573813191123618e-42
10708.959545,933.7975326154807,3.9687875729291704e-23,1.5574601717199835e-42
10708.949545,933.7984045941269,3.9689884521223697e-23,1.557539002178149e-42
10708.939545,933.7992765744016,3.9691892748640937e-23,1.5576178104832203e-42
10708.929544999999,933.8001485563047,3.9693900411451096e-23,1.5576965966315744e-42
10708.919544999999,933.8010205398365,3.969590750956167e-23,1.557775360619581e-42
10708.909545,933.8018925249966,3.9697914042880435e-23,1.557854102443621e-42
10708.899545,933.8027645117853,3.9699920011315704e-23,1.557932822100097e-42
10708.889545,933.8036365002026,3.9701925414775416e-23,1.5580115195853952e-42
10708.879545,933.8045084902484,3.970393025316753e-23,1.5580901948959045e-42
10708.869545,933.8053804819228,3.9705934526400465e-23,1.5581688480280306e-42
10708.859545,933.8062524752257,3.9707938234382485e-23,1.5582474789781736e-42
10708.849545,933.8071244701572,3.970994137702205e-23,1.5583260877427412e-42
10708.839544999999,933.8079964667172,3.971194395422781e-23,1.558404674318149e-42
10708.829545,933.8088684649056,3.9713945965908265e-23,1.5584832387008057e-42
10708.819545,933.8097404647227,3.9715947411972645e-23,1.5585617808871492e-42
10708.809545,933.8106124661684,3.971794829232987e-23,1.558640300873606e-42
10708.799545,933.8114844692426,3.9719948606888744e-23,1.5587187986565965e-42
10708.789545,933.8123564739454,3.972194835555856e-23,1.5587972742325616e-42
10708.779545,933.8132284802768,3.972394753824867e-23,1.558875727597944e-42
10708.769545,933.8141004882369,3.972594615486826e-23,1.55895415874918e-42
10708.759544999999,933.8149724978255,3.9727944205326926e-23,1.5590325676827212e-42
10708.749544999999,933.8158445090427,3.9729941689534434e-23,1.5591109543950273e-42
10708.739545,933.8167165218882,3.9731938607400025e-23,1.5591893188825364e-42
10708.729545,933.8175885363627,3.973393495883437e-23,1.5592676611417433e-42
10708.719545,933.8184605524656,3.973593074374692e-23,1.559345981169094e-42
10708.709545,933.8193325701972,3.9737925962047747e-23,1.55942427896106e-42
10708.699545,933.8202045895574,3.9739920613647334e-23,1.5595025545141282e-42
10708.689545,933.8210766105462,3.974191469845586e-23,1.559580807824774e-42
10708.679544999999,933.8219486331637,3.9743908216383626e-23,1.5596590388894772e-42
10708.669544999999,933.8228206574098,3.9745901167341145e-23,1.559737247704726e-42
10708.659545,933.8236926832843,3.9747893551238873e-23,1.5598154342670062e-42
10708.649545,933.8245647107877,3.9749885367988025e-23,1.5598935985728342e-42
10708.639545,933.8254367399197,3.9751876617499526e-23,1.5599717406187145e-42
10708.629545,933.8263087706804,3.9753867299684094e-23,1.5600498604011427e-42
10708.619545,933.8271808030696,3.975585741445302e-23,1.5601279579166382e-42
10708.609545,933.8280528370876,3.9757846961717304e-23,1.5602060331617082e-42
10708.599545,933.8289248727342,3.9759835941388317e-23,1.5602840861328752e-42
10708.589544999999,933.8297969100095,3.9761824353377626e-23,1.560362116826668e-42
10708.579545,933.8306689489133,3.9763812197596316e-23,1.5604401252395977e-42
10708.569545,933.8315409894459,3.9765799473956795e-23,1.5605181113682268e-42
10708.559545,933.8324130316072,3.976778618237077e-23,1.560596075209091e-42
10708.549545,933.8332850753973,3.9769772322749716e-23,1.5606740167587154e-42
10708.539545,933.8341571208159,3.977175789500597e-23,1.5607519360136608e-42
10708.529545,933.8350291678632,3.9773742899051596e-23,1.5608298329704757e-42
10708.519545,933.8359012165394,3.977572733479853e-23,1.560907707625705e-42
10708.509544999999,933.8367732668441,3.9777711202159543e-23,1.5609855599759246e-42
10708.499544999999,933.8376453187776,3.977969450104702e-23,1.5610633900176966e-42
10708.489545,933.8385173723397,3.9781677231372975e-23,1.5611411977475686e-42
10708.479545,933.8393894275305,3.978365939305116e-23,1.5612189831621556e-42
10708.469545,933.8402614843501,3.97856409859937e-23,1.5612967462580092e-42
10708.459545,933.8411335427985,3.978762201011371e-23,1.56137448703172e-42
10708.449545,933.8420056028756,3.978960246532438e-23,1.5614522054798815e-42
10708.439545,933.8428776645814,3.97915823515385e-23,1.5615299015990708e-42
10708.429544999999,933.8437497279159,3.9793561668669544e-23,1.5616075753858924e-42
10708.419544999999,933.8446217928793,3.979554041663106e-23,1.561685226836954e-42
10708.409545,933.8454938594712,3.9797518595336046e-23,1.5617628559488412e-42
10708.399545,933.846365927692,3.979949620469871e-23,1.5618404627181876e-42
10708.389545,933.8472379975415,3.980147324463253e-23,1.5619180471415976e-42
10708.379545,933.8481100690198,3.9803449715051465e-23,1.561995609215695e-42
10708.369545,933.8489821421269,3.9805425615869176e-23,1.562073148937091e-42
10708.359545,933.8498542168627,3.9807400947000055e-23,1.5621506663024267e-42
10708.349545,933.8507262932274,3.980937570835815e-23,1.5622281613083285e-42
10708.339544999999,933.8515983712208,3.981134989985792e-23,1.5623056339514406e-42
10708.329545,933.8524704508428,3.9813323521413164e-23,1.562383084228379e-42
10708.319545,933.8533425320937,3.9815296572939175e-23,1.5624605121358204e-42
10708.309545,933.8542146149736,3.9817269054350496e-23,1.562537917670411e-42
10708.299545,933.8550866994822,3.981924096556167e-23,1.5626153008287973e-42
10708.289545,933.8559587856195,3.982121230648747e-23,1.5626926616076346e-42
10708.279545,933.8568308733857,3.982318307704313e-23,1.5627700000035964e-42
10708.269545,933.8577029627806,3.9825153277143596e-23,1.5628473160133453e-42
10708.259544999999,933.8585750538045,3.982712290670417e-23,1.562924609633557e-42
10708.249544999999,933.8594471464571,3.982909196564014e-23,1.5630018808609077e-42
10708.239545,933.8603192407385,3.983106045386661e-23,1.5630791296920657e-42
10708.229545,933.8611913366487,3.9833028371300016e-23,1.5631563561237514e-42
10708.219545,933.8620634341878,3.98349957178553e-23,1.5632335601526273e-42
10708.209545,933.8629355333558,3.983696249344863e-23,1.5633107417754034e-42
10708.199545,933.8638076341526,3.9838928697995606e-23,1.5633879009887677e-42
10708.189545,933.8646797365783,3.984089433141239e-23,1.56346503778943e-42
10708.179544999999,933.8655518406327,3.984285939361529e-23,1.5635421521741062e-42
10708.169544999999,933.8664239463161,3.984482388452026e-23,1.5636192441394982e-42
10708.159545,933.8672960536283,3.98467878040434e-23,1.563696313682313e-42
10708.149545,933.8681681625693,3.984875115210197e-23,1.563773360799304e-42
10708.139545,933.8690402731393,3.985071392861216e-23,1.5638503854871827e-42
10708.129545,933.8699123853381,3.985267613349064e-23,1.5639273877426786e-42
10708.119545,933.8707844991658,3.9854637766654324e-23,1.5640043675625308e-42
10708.109545,933.8716566146225,3.985659882802004e-23,1.564081324943476e-42
10708.099545,933.8725287317079,3.98585593175049e-23,1.5641582598822608e-42
10708.089544999999,933.8734008504223,3.986051923502612e-23,1.5642351723756375e-42
10708.079545,933.8742729707654,3.986247858050055e-23,1.5643120624203422e-42
10708.069545,933.8751450927376,3.9864437353846195e-23,1.5643889300131576e-42
10708.059545,933.8760172163387,3.9866395554980404e-23,1.5644657751508402e-42
10708.049545,933.8768893415687,3.986835318382071e-23,1.5645425978301538e-42
10708.039545,933.8777614684276,3.987031024028483e-23,1.5646193980478693e-42
10708.029545,933.8786335969155,3.987226672429072e-23,1.564696175800767e-42
10708.019545,933.8795057270322,3.9874222635756267e-23,1.5647729310856247e-42
10708.009544999999,933.8803778587779,3.987617797459941e-23,1.5648496638992222e-42
10707.999544999999,933.8812499921526,3.9878132740738636e-23,1.5649263742383604e-42
10707.989545,933.882122127156,3.9880086934091736e-23,1.5650030620998134e-42
10707.979545,933.8829942637885,3.988204055457775e-23,1.565079727480404e-42
10707.969545,933.88386640205,3.988399360211521e-23,1.5651563703769355e-42
10707.959545,933.8847385419405,3.9885946076622284e-23,1.565232990786196e-42
10707.949545,933.8856106834598,3.9887897978018075e-23,1.5653095887050116e-42
10707.939545,933.8864828266081,3.988984930622137e-23,1.5653861641301946e-42
10707.929544999999,933.8873549713854,3.9891800061151306e-23,1.5654627170585722e-42
10707.919544999999,933.8882271177918,3.9893750242726815e-23,1.565539247486963e-42
10707.909545,933.8890992658269,3.9895699850866693e-23,1.56561575541218e-42
10707.899545,933.8899714154911,3.9897648885491347e-23,1.5656922408311002e-42
10707.889545,933.8908435667843,3.989959734651956e-23,1.565768703740536e-42
10707.879545,933.8917157197066,3.990154523387101e-23,1.5658451441373355e-42
10707.869545,933.8925878742577,3.9903492547465316e-23,1.5659215620183445e-42
10707.859545,933.893460030438,3.9905439287222395e-23,1.5659979573804204e-42
